,ID,Name,Nationality,Club,Position,Preferred Foot,Value,Wage,Age,International Reputation,Crossing,HeadingAccuracy,Dribbling,LongPassing,BallControl,Agility,Stamina,Interceptions,Penalties,Overall
5318,237985,K. Danso,Austria,FC Augsburg,CB,Right,2.4M,5000,19,1,39,74,47,44,56,64,55,62,39,70
5319,45473,C. Tiffert,Germany,FC Erzgebirge Aue,CB,Right,240K,3000,36,1,70,55,68,72,72,73,75,74,58,70
5320,232610,T. Asano,Japan,Hannover 96,LM,Right,2.4M,39000,23,1,56,60,73,43,69,91,72,22,63,70
5321,174754,G. Torres,Panama,CD Huachipato,RS,Right,1.8M,4000,29,1,57,59,72,48,71,73,73,35,67,70
5322,178594,S. Napoleoni,Italy,Medipol Başakşehir FK,CAM,Left,1.4M,14000,32,1,56,48,72,63,70,72,63,30,54,70
5323,187042,A. Konradsen,Norway,Rosenborg BK,CM,Right,1.8M,5000,27,1,65,64,64,69,65,69,90,65,59,70
5324,204451,K. Günter,Germany,Genoa,CB,Right,2M,8000,23,1,32,69,56,72,61,61,65,68,37,70
5325,207523,S. Medojević,Serbia,SV Darmstadt 98,LDM,Right,1.5M,10000,27,2,58,71,61,69,67,66,68,70,50,70
5326,225699,Anuar,Morocco,Real Valladolid CF,CDM,Right,2.1M,9000,23,1,58,56,60,70,68,81,78,64,51,70
5327,170915,Sastre,Spain,SD Huesca,CM,Right,1.3M,13000,32,1,64,59,60,76,69,70,63,69,57,70
5328,164,G. Pinzi,Italy,Padova,LCM,Right,240K,2000,37,2,63,62,66,64,67,69,74,70,65,70
5329,198564,Jona,Honduras,CD Lugo,ST,Right,1.8M,7000,29,1,39,70,63,43,68,71,62,35,68,70
5330,202404,Daniel Amora,Brazil,Al Raed,RDM,Right,1.3M,11000,30,1,49,59,65,69,71,62,87,73,50,70
5331,142756,P. Toranzo,Argentina,Club Atlético Huracán,CAM,Right,600K,7000,36,1,77,47,70,73,75,64,52,62,63,70
5332,209828,Carlinhos,Brazil,Standard de Liège,CAM,Right,2.3M,8000,24,1,66,60,75,65,74,71,63,40,42,70
5333,211365,E. Hestad,Norway,Molde FK,RW,Left,2.5M,5000,23,1,68,46,72,66,71,79,79,59,49,70
5334,244389,Fernando,Brazil,Shakhtar Donetsk,LM,Right,3.8M,1000,19,1,62,36,78,42,76,79,54,18,48,70
5335,218534,S. Adamyan,Armenia, SSV Jahn Regensburg,LS,Right,2.3M,7000,25,1,58,62,75,51,71,76,77,22,60,70
5336,223654,Fede,Spain,Granada CF,RDM,Right,2.4M,7000,21,1,55,63,59,66,65,67,90,70,59,70
5337,244646,Nathan Otávio,Brazil,Kashiwa Reysol,CB,Right,1.4M,6000,28,1,32,68,46,63,53,61,59,65,59,70
5338,224423,M. Wittek,Germany,SpVgg Greuther Fürth,LB,Left,2.2M,5000,22,1,78,58,66,57,69,80,82,64,42,70
5339,235943,Rafa Navarro,Spain,FC Sochaux-Montbéliard,RB,Right,2.1M,10000,24,1,71,69,61,42,70,79,68,63,48,70
5340,173735,N. Taylor,Wales,Aston Villa,LB,Left,1.3M,11000,29,2,64,63,67,67,71,70,74,66,44,70
5341,189607,M. Schäffler,Germany,SV Wehen Wiesbaden,ST,Right,1.8M,6000,29,1,50,65,59,37,64,65,71,42,67,70
5342,228520,E. Ávila,Argentina,SD Huesca,RM,Left,2.5M,11000,24,1,56,65,71,58,71,76,62,34,51,70
5343,194216,A. Mazzotta,Italy,Palermo,LB,Left,1.4M,3000,28,1,67,60,62,60,64,69,83,64,60,70
5344,212138,P. Frankowski,Poland,Jagiellonia Białystok,RM,Right,2.4M,5000,23,1,66,57,64,67,66,76,76,48,52,70
5345,213930,P. Budkivskyi,Ukraine,FC Sochaux-Montbéliard,ST,Right,2.2M,5000,26,1,32,76,67,45,68,63,73,22,63,70
5346,188586,J. Flum,Germany,FC St. Pauli,RDM,Right,1.3M,10000,30,1,66,65,64,70,69,51,63,73,57,70
5347,192938,Y. Ngbakoto,DR Congo,En Avant de Guingamp,LM,Right,2.1M,13000,26,1,67,40,72,60,71,81,64,25,66,70
5348,200107,R. Bonevacia,Curacao,Western Sydney Wanderers,LW,Right,1.9M,6000,26,1,63,59,71,66,70,69,80,63,47,70
5349,232619,K. Shibasaki,Japan,Sanfrecce Hiroshima,RM,Right,1.1M,7000,33,1,68,59,69,69,68,73,86,43,48,70
5350,237995,D. Lainez,Mexico,Club América,RM,Left,2.9M,14000,18,1,60,50,77,61,72,87,68,29,66,70
5351,214700,M. Navarrete,Chile,Unión La Calera,LCB,Right,1.7M,2000,26,1,43,70,51,56,55,55,78,64,42,70
5352,169388,F. Valiani,Italy,Livorno,RM,Right,575K,2000,37,1,65,43,69,69,69,80,89,65,57,70
5353,169644,J. Maghoma,DR Congo,Birmingham City,LM,Right,1.7M,16000,30,1,67,34,75,57,69,84,71,37,50,70
5354,172716,Alex López,Spain,Brisbane Roar,LDM,Right,1.6M,4000,30,1,59,45,65,72,68,69,70,62,68,70
5355,202413,Hernán,Spain,Real Sporting de Gijón,CM,Right,1.8M,6000,27,1,58,70,64,67,69,64,78,71,45,70
5356,215213,A. Werner,Argentina,SD Huesca,GK,Right,2M,15000,22,1,14,15,13,19,23,34,38,27,23,70
5357,175789,B. Bjarnason,Iceland,Aston Villa,LM,Right,1.6M,11000,30,2,68,72,66,63,73,73,85,64,50,70
5358,198062,Pichu Atienza,Spain,CD Numancia,RCB,Right,1.7M,6000,28,1,28,71,31,41,55,51,56,65,39,70
5359,214446,F. Campos,Chile,Colo-Colo,RB,Right,2.1M,4000,24,1,72,69,61,66,65,76,82,66,40,70
5360,229038,Christian Rivera,Spain,SD Huesca,CDM,Right,2.4M,4000,20,1,59,60,65,66,68,62,73,70,43,70
5361,229039,Johannesson,Iceland,Real Oviedo,RWB,Right,2M,5000,24,1,66,57,61,57,63,72,91,66,41,70
5362,235183,C. Acevedo,Mexico,Santos Laguna,GK,Right,2.1M,7000,22,1,10,11,9,16,15,37,40,14,17,70
5363,188335,A. Budimir,Croatia,Crotone,RS,Left,1.9M,3000,26,2,41,73,65,30,69,59,71,24,65,70
5364,172208,J. Troisi,Australia,Melbourne Victory,CAM,Left,1.7M,6000,29,1,67,56,68,65,72,77,74,43,69,70
5365,188336,A. Tuia,Italy,Benevento,CB,Right,1.7M,3000,28,1,36,70,32,45,53,63,67,67,29,70
5366,190640,V. Pálsson,Iceland,FC Zürich,RCM,Right,1.7M,8000,27,1,47,63,56,63,62,68,88,65,57,70
5367,229041,M. Tahrat,Algeria,Racing Club de Lens,LCB,Right,1.4M,6000,28,1,28,65,46,62,64,56,71,65,43,70
5368,144306,E. Korkmaz,Turkey,BB Erzurumspor,RCB,Left,425K,6000,35,1,42,73,42,33,51,47,48,68,30,70
5369,213170,Jeong Jae Yong,Korea Republic,Ulsan Hyundai FC,CDM,Right,1.5M,5000,27,1,58,59,59,73,65,70,82,66,39,70
5370,221618,L. Mousset,France,Bournemouth,ST,Right,2.4M,29000,22,1,48,67,73,44,70,71,62,22,75,70
5371,236466,C. Michelin,France,AC Ajaccio,RB,Right,2.7M,10000,21,1,76,56,69,72,73,63,70,64,48,70
5372,184242,F. Ojo,Belgium,Scunthorpe United,RCM,Right,2.1M,7000,26,1,68,58,65,68,70,85,77,65,63,70
5373,211635,Jeong Woon,Korea Republic,Jeju United FC,LM,Left,1.7M,4000,29,1,70,58,67,58,68,71,71,74,44,70
5374,51123,M. Bodmer,France,Amiens SC,CAM,Right,750K,8000,35,2,63,72,70,74,76,34,34,65,69,70
5375,189619,K. Smith,England,Bristol City,CM,Right,2M,23000,27,1,60,60,67,66,71,70,84,70,57,70
5376,201908,A. Wisdom,England,Derby County,RB,Right,2M,20000,25,1,52,72,55,66,66,60,69,71,39,70
5377,232884,S. Doi,Japan,Kashima Antlers,LS,Right,2.1M,8000,26,1,64,65,74,63,70,76,65,38,65,70
5378,187572,Thiago Carleto,Brazil,Al Ittihad,LB,Left,1.3M,19000,29,1,70,48,69,63,70,73,69,70,48,70
5379,206005,D. Stracqualursi,Argentina,Club Atlético Aldosivi,ST,Right,1.7M,8000,30,1,48,79,59,41,71,51,53,32,63,70
5380,209333,C. Maxwell,Wales,Preston North End,GK,Right,1.5M,7000,27,1,18,15,13,16,26,45,30,25,20,70
5381,212405,Alberto Martín,Spain,Granada CF,CDM,Right,1.4M,6000,29,1,52,57,62,69,74,62,83,73,58,70
5382,221621,S. Birnbaum,United States,DC United,LCB,Right,1.5M,5000,27,1,33,73,46,51,60,41,83,66,35,70
5383,224949,J. Dilrosun,Netherlands,Hertha BSC,LM,Left,3.9M,11000,20,1,77,32,73,45,73,78,68,45,55,70
5384,203446,A. Kali,Morocco,NAC Breda,CDM,Left,1.7M,5000,27,1,75,43,70,73,73,75,68,72,64,70
5385,158902,D. Fox,Scotland,Nottingham Forest,LCB,Left,1M,24000,32,1,72,62,66,67,69,64,69,70,63,70
5386,231862,L. Castro,Colombia,Independiente Medellín,ST,Right,2.1M,3000,26,1,57,57,69,52,67,78,70,32,66,70
5387,242614,I. Nedelcearu,Romania,,CB,Right,0,0,22,1,37,68,53,70,52,47,67,66,46,70
5388,142775,A. Orión,Argentina,Colo-Colo,GK,Right,120K,2000,37,1,10,13,13,11,19,49,37,23,18,70
5389,221367,D. Milošević,Bosnia Herzegovina,Atiker Konyaspor,CAM,Right,2.4M,9000,23,1,66,34,73,68,73,73,71,29,49,70
5390,222391,J. Minala,Cameroon,Lazio,CM,Right,2.4M,17000,21,1,49,60,69,68,72,61,76,69,43,70
5391,199352,S. Çinaz,Germany,Kayserispor,RDM,Right,1M,8000,32,1,47,67,65,69,59,54,74,77,58,70
5392,195256,A. Turan,Turkey,Kayserispor,LB,Left,1.8M,8000,26,1,69,39,65,68,70,69,78,68,71,70
5393,220089,S. Dursun,Turkey,Antalyaspor,CB,Right,1.8M,9000,26,1,62,72,56,57,54,56,75,66,42,70
5394,224185,C. Leemans,Netherlands,PEC Zwolle,LCM,Left,2.3M,6000,22,1,75,56,63,72,71,63,77,63,74,70
5395,191673,Kwon Soon Hyung,Korea Republic,Jeju United FC,RCM,Right,1.3M,4000,32,1,67,50,65,71,68,72,60,65,54,70
5396,201146,Errasti,Spain,AD Alcorcón,CDM,Right,1.3M,6000,30,1,51,44,43,64,66,69,77,72,53,70
5397,201914,M. Camporese,Italy,Foggia,CB,Right,1.7M,2000,26,1,14,68,44,54,51,59,64,68,42,70
5398,221370,M. Al Buraik,Saudi Arabia,Al Hilal,RB,Right,1.8M,17000,25,1,73,51,68,66,70,65,81,61,55,70
5399,224186,J. de Wijs,Netherlands,Hull City,CB,Left,2M,12000,23,1,37,70,40,48,60,34,69,66,49,70
5400,235706,Murilo Freitas,Brazil,Rio Ave FC,LW,Left,2.9M,6000,22,1,58,43,75,48,76,78,65,23,71,70
5401,188602,W. Rémy,France,Legia Warszawa,RCB,Right,1.7M,6000,27,1,67,68,66,69,65,61,79,68,25,70
5402,214459,C. Valenzuela,Chile,CD Huachipato,CAM,Right,2.2M,3000,26,1,66,34,73,77,69,82,48,13,53,70
5403,214971,F. Pizzini,Argentina,Independiente,LM,Right,2.3M,10000,24,1,63,52,73,68,71,83,69,30,62,70
5404,193211,A. Ignjovski,Serbia,1. FC Magdeburg,RB,Right,1.5M,8000,27,2,61,51,65,56,67,77,64,71,48,70
5405,217532,M. El-Munir,Libya,Orlando City SC,LM,Left,1.8M,5000,26,1,62,53,70,55,65,76,73,68,39,70
5406,231612,R. Del Castillo,France,Stade Rennais FC,RM,Left,2.5M,14000,22,1,67,44,74,64,74,88,69,30,61,70
5407,241852,M. Diaby,France,Paris Saint-Germain,RW,Left,3.7M,19000,18,1,66,36,74,67,74,84,57,31,42,70
5408,198589,G. Garza,United States,Atlanta United,LB,Left,1.7M,5000,26,1,67,64,68,63,68,68,80,69,54,70
5409,206269,L. Jans,Luxembourg,FC Metz,RB,Right,1.8M,4000,25,1,71,61,69,64,67,73,76,68,49,70
5410,219837,Aguza,Spain,UD Almería,CDM,Right,2M,5000,25,1,66,49,59,75,77,60,71,59,49,70
5411,173245,R. Fernández,Argentina,CD O'Higgins,LCM,Right,1M,4000,33,1,59,48,71,68,73,70,67,57,68,70
5412,202686,N. Wells,Bermuda,Queens Park Rangers,ST,Right,1.8M,30000,28,1,61,65,70,43,72,78,71,53,70,70
5413,137406,D. Croce,Italy,US Cremonese,LCM,Right,750K,2000,35,1,68,50,71,65,70,81,76,72,60,70
5414,223422,E. Loeschbor,Argentina,Monarcas Morelia,RCB,Right,1.2M,13000,31,1,32,70,40,45,53,39,54,67,40,70
5415,241854,P. Schuurs,Netherlands,Ajax,CB,Right,2.6M,4000,18,1,33,66,60,65,65,59,69,67,37,70
5416,211903,B. Kololli,Kosovo,FC Zürich,LW,Right,2.1M,9000,26,1,66,57,68,65,64,70,74,52,67,70
5417,184255,K. Sigþórsson,Iceland,FC Nantes,ST,Right,1.8M,16000,28,2,46,75,61,58,63,56,51,40,69,70
5418,204992,M. Koné,Ivory Coast,Málaga CF,ST,Right,2.2M,17000,26,1,53,51,72,42,71,82,64,26,57,70
5419,210880,R. Fiamozzi,Italy,Lecce,RB,Right,2M,3000,25,1,66,42,63,68,63,80,92,55,47,70
5420,214208,L. Pico,Colombia,Junior FC,RDM,Right,1.8M,2000,26,1,55,64,63,70,68,69,84,74,36,70
5421,242112,E. Bello,Venezuela,CD Antofagasta,RM,Right,2.5M,3000,22,1,59,36,71,64,71,76,79,22,55,70
5422,204737,Salvador Agra,Portugal,Cádiz CF,RM,Right,1.9M,7000,26,1,68,32,69,62,68,90,72,39,67,70
5423,213697,P. McNair,Northern Ireland,Middlesbrough,CDM,Right,2.3M,22000,23,1,43,72,66,66,66,58,61,71,43,70
5424,221121,D. Rodríguez,Colombia,Deportivo Pasto,ST,Right,2.8M,1000,23,1,48,49,74,58,72,85,76,44,66,70
5425,192449,M. Stiepermann,Germany,Norwich City,CAM,Left,1.9M,16000,27,1,65,64,69,66,71,67,85,63,58,70
5426,221890,J. Fulton,Scotland,Swansea City,RCM,Right,2.1M,12000,24,1,54,68,63,69,72,69,69,66,51,70
5427,234178,L. Abram,Peru,Vélez Sarsfield,LCB,Left,2.4M,7000,22,1,29,67,40,49,54,55,71,70,34,70
5428,204227,Z. Gano,Belgium,KRC Genk,ST,Left,2.4M,9000,24,1,56,73,64,37,66,50,67,28,67,70
5429,140483,L. Mazzoni,Italy,Livorno,GK,Right,725K,2000,34,1,17,13,13,13,21,29,29,13,21,70
5430,208835,Y. M'Changama,Comoros,Grenoble Foot 38,RDM,Right,1.5M,4000,27,1,54,45,72,71,72,81,76,64,63,70
5431,212419,T. Mings,England,Bournemouth,LB,Left,1.8M,27000,25,1,70,63,69,59,65,58,71,70,45,70
5432,166851,K. Árnason,Iceland,,RCB,Right,0,0,35,1,48,68,49,62,53,34,55,76,52,70
5433,239043,U. Bozok,France,Nîmes Olympique,RS,Right,2.8M,9000,21,1,49,66,70,40,69,78,65,13,72,70
5434,110787,Borja Fernández,Spain,Real Valladolid CF,CDM,Right,240K,7000,37,1,59,68,62,68,67,43,52,70,63,70
5435,190659,H. Bazile,Haiti,Le Havre AC,RM,Left,1.8M,5000,28,1,69,64,71,64,68,72,65,25,65,70
5436,192451,G. Carey,Republic of Ireland,Plymouth Argyle,RM,Left,1.7M,8000,29,1,67,58,70,69,68,83,85,66,66,70
5437,193475,P. Souaré,Senegal,Crystal Palace,LB,Left,1.4M,25000,28,1,73,60,67,66,69,71,59,67,49,70
5438,233413,Verdasca,Portugal,Real Zaragoza,CB,Right,2.5M,4000,21,1,33,68,49,59,59,63,72,63,47,70
5439,210374,J. Vigón,Mexico,Club Atlas,RCM,Right,1.9M,12000,26,1,63,69,66,70,70,63,84,69,56,70
5440,230342,Edsinho Torres,Brazil,Sport Club do Recife,LB,Right,500K,9000,34,1,73,70,48,60,75,63,79,57,70,70
5441,237766,S. Kaneko,Japan,Shimizu S-Pulse,RM,Right,2.5M,3000,23,1,71,38,72,61,69,91,81,26,61,70
5442,239814,D. Batubinsika,France,Royal Antwerp FC,CB,Right,2.1M,6000,22,1,35,67,50,59,55,52,68,66,31,70
5443,193222,F. Giefer,Germany,FC Augsburg,GK,Right,1.4M,10000,28,1,11,23,12,22,22,43,25,18,21,70
5444,230855,H. Wahl,Germany,Holstein Kiel,LCB,Right,2M,6000,24,1,24,69,38,43,49,56,60,68,37,70
5445,189383,M. Albæk,Denmark,1. FC Kaiserslautern,LDM,Left,1.4M,4000,28,1,70,51,64,74,70,70,70,69,57,70
5446,193735,Juan Dominguez,Spain,CF Reus Deportiu,RCM,Right,1.8M,6000,28,1,58,51,68,69,72,72,80,74,70,70
5447,198856,C. Avevor,Germany,FC St. Pauli,LCB,Right,1.8M,10000,26,1,55,64,48,59,59,57,55,63,31,70
5448,219848,David Costas,Spain,RC Celta,LCB,Right,2M,10000,23,1,53,71,55,62,70,66,66,72,50,70
5449,195272,M. Faraoni,Italy,Crotone,RM,Right,1.7M,3000,26,1,73,65,71,67,70,67,79,63,66,70
5450,198601,L. Mendoza,Mexico,Deportivo Toluca,RM,Right,1.8M,14000,28,1,70,54,73,60,70,74,71,60,64,70
5451,198857,S. Romagnoli,Italy,Brescia,RCB,Right,1.4M,8000,28,1,20,75,50,50,51,56,65,70,38,70
5452,208585,A. Ngando,France,Göztepe SK,CAM,Left,2.4M,12000,24,1,68,54,75,63,71,70,31,37,63,70
5453,214217,B. Vidal,Chile,CD Palestino,CB,Right,1.7M,6000,27,1,54,71,58,68,64,55,74,68,41,70
5454,222153,C. Buonaiuto,Italy,Benevento,LW,Right,2.1M,3000,25,1,64,55,70,65,70,80,72,30,60,70
5455,176841,L. Jutkiewicz,England,Birmingham City,LS,Left,1.8M,18000,29,1,51,80,63,49,70,55,69,33,76,70
5456,182473,Li Xuepeng,China PR,Guangzhou Evergrande Taobao FC,LB,Left,1.3M,10000,29,1,72,64,73,66,64,63,79,67,51,70
5457,217802,Fábio Sturgeon,Portugal,CD Feirense,RM,Right,2.3M,6000,24,1,70,67,74,55,74,71,71,37,52,70
5458,220362,K. Mahachi,Zimbabwe,Orlando Pirates,LW,Right,2.3M,1000,24,1,61,61,75,76,67,78,66,61,61,70
5459,227274,D. Barbona,Argentina,Atlético Tucumán,LM,Right,2.6M,6000,23,1,69,45,71,65,68,76,70,26,59,70
5460,200395,M. Silva,Uruguay,Real Salt Lake,RCB,Right,1.4M,5000,29,1,32,74,48,58,54,60,64,69,49,70
5461,214987,G. Voboril,Argentina,Universidad Católica,LB,Left,1.2M,6000,31,1,64,54,66,61,67,64,68,71,37,70
5462,227787,Kim Jong Woo,Korea Republic,Suwon Samsung Bluewings,RCM,Right,2.2M,5000,24,1,61,54,68,68,70,74,75,61,52,70
5463,190667,M. Terrazzino,Germany,SC Freiburg,LM,Right,1.9M,13000,27,1,69,51,75,58,70,79,66,43,59,70
5464,219852,A. Ferrari,Italy,Sampdoria,RB,Right,2M,13000,24,1,58,70,60,56,65,67,72,72,27,70
5465,231628,Rafa Mir,Spain,UD Las Palmas,RF,Right,3.1M,27000,21,1,64,74,65,52,69,63,67,39,74,70
5466,209613,P. Iemmello,Italy,Foggia,RCM,Right,2.2M,4000,26,1,56,62,65,52,72,74,79,20,66,70
5467,214733,M. Cerato,Argentina,Club León,RW,Right,1.7M,17000,30,1,65,53,70,46,71,90,78,27,60,70
5468,228813,Aleix García,Spain,Girona FC,CM,Right,3.1M,37000,21,1,58,47,72,74,75,71,59,58,54,70
5469,229325,O. Linnér,Sweden,AIK,GK,Right,1.8M,3000,21,1,18,18,18,21,25,31,43,19,14,70
5470,234957,Platiny,Brazil,GD Chaves,ST,Right,1.9M,7000,27,1,33,69,62,32,65,74,57,18,67,70
5471,184781,D. Petrić,Serbia,En Avant de Guingamp,GK,Right,1.1M,9000,30,1,11,11,14,13,21,34,30,13,22,70
5472,188621,A. Meijers,Netherlands,ADO Den Haag,LB,Left,1.3M,5000,30,1,69,55,68,71,67,69,78,67,56,70
5473,227790,Jeong Seung Hyun,Korea Republic,Kashima Antlers,RCB,Right,2.1M,6000,24,1,32,75,32,44,37,33,64,71,35,70
5474,230350,Flávio Rebeilo,Brazil,Santos,LB,Left,1.5M,9000,26,1,70,54,71,57,69,76,81,62,55,70
5475,239822,E. Tercero,Mexico,Tigres U.A.N.L.,CB,Right,2.1M,21000,22,1,63,70,60,57,60,60,68,70,48,70
5476,243662,Kalindi,Brazil,CD Nacional,RB,Right,1.9M,5000,24,1,66,48,70,53,71,79,89,62,46,70
5477,208335,L. Kübler,Germany,SC Freiburg,RB,Right,1.8M,12000,25,1,67,63,59,53,64,65,67,71,60,70
5478,212943,M. Caballero,Paraguay,San Luis de Quillota,ST,Left,2.4M,3000,23,1,59,75,64,47,63,69,54,21,70,70
5479,213711,A. Rocha,Mexico,Monarcas Morelia,LCM,Right,2.2M,6000,25,1,52,45,67,67,72,70,86,72,57,70
5480,215247,M. Ingvartsen,Denmark,KRC Genk,ST,Left,2.5M,9000,22,1,59,68,64,52,68,68,67,24,63,70
5481,216015,N. Moiraghi,Argentina,Club Atlético Tigre,LCB,Left,725K,8000,33,1,25,71,38,61,52,45,51,75,60,70
5482,164559,C. Wondolowski,United States,San Jose Earthquakes,ST,Right,825K,4000,35,1,53,69,64,46,69,58,79,46,72,70
5483,181199,M. Petržela,Czech Republic,Viktoria Plzeň,RM,Right,775K,1000,35,1,68,46,75,65,70,77,72,27,65,70
5484,181455,A. Cissokho,France,Antalyaspor,LB,Left,1.3M,9000,30,2,65,67,62,65,65,60,75,66,48,70
5485,204496,P. Bauer,Germany,Charlton Athletic,RCB,Right,1.9M,7000,25,1,46,69,38,63,53,41,51,73,52,70
5486,214480,J. López,Colombia,Independiente Santa Fe,RCB,Right,1.4M,3000,29,1,24,74,37,47,50,30,70,75,40,70
5487,201681,C. Quintero,Colombia,Atlético Bucaramanga,RM,Right,1.7M,1000,29,1,74,46,71,62,71,70,71,68,40,70
5488,140497,R. Wallace,Scotland,Fleetwood Town,RCM,Left,1.1M,6000,33,1,76,36,66,72,73,83,67,52,61,70
5489,214993,P. Alvarado,Argentina,Unión La Calera,RCB,Right,1M,2000,32,1,56,70,59,55,61,66,67,67,40,70
5490,224977,A. Micai,Italy,US Salernitana 1919,GK,Right,1.8M,2000,24,1,20,13,17,27,19,36,17,18,24,70
5491,227537,H. Veerman,Netherlands,FC St. Pauli,ST,Right,1.9M,11000,27,1,29,74,57,37,61,32,64,29,63,70
5492,200914,A. Salvi,Italy,Palermo,RB,Right,1.3M,3000,30,1,64,62,66,63,66,80,82,63,60,70
5493,209874,B. Khuzwayo,South Africa,Orlando Pirates,GK,Right,1.5M,1000,28,1,16,12,20,35,22,31,26,19,22,70
5494,214226,R. Loaiza,Colombia,Atlético Nacional,CDM,Right,2.3M,3000,24,1,59,62,63,72,66,61,84,70,36,70
5495,169938,Hugo Vieira,Portugal,Yokohama F. Marinos,ST,Right,1.8M,5000,29,1,67,60,72,54,68,82,73,23,60,70
5496,238802,P. Türpitz,Germany,1. FC Magdeburg,CAM,Right,1.9M,10000,26,1,64,47,72,52,70,78,77,36,68,70
5497,198611,N. Đurđić,Serbia,Hammarby IF,ST,Right,1.4M,5000,32,1,59,66,66,60,65,73,75,58,67,70
5498,135891,K. Overmeire,Belgium,Sporting Lokeren,CDM,Right,1M,8000,32,1,62,65,57,68,64,61,85,70,48,70
5499,123603,H. Campagnaro,Argentina,Pescara,LCB,Right,240K,2000,38,2,58,65,45,56,53,51,39,69,38,70
5500,191443,F. Mancinelli,Argentina,Club Atlético Huracán,LCB,Right,240K,6000,36,1,61,65,55,48,65,53,75,68,55,70
5501,212948,F. Ondoa,Cameroon,KV Oostende,GK,Right,2.1M,6000,22,1,14,16,16,45,22,67,43,16,23,70
5502,222420,G. Ward,England,Ipswich Town,RM,Right,2.4M,6000,23,1,70,51,67,61,65,77,85,61,54,70
5503,229332,Campillo,Spain,CD Lugo,LM,Right,1.9M,6000,27,1,61,49,69,69,74,59,80,68,68,70
5504,206549,E. Bush,United States,Montreal Impact,GK,Right,1M,4000,32,1,16,20,17,32,15,42,45,20,22,70
5505,209109,J. Silbeira,Paraguay,,GK,Right,0,0,22,1,19,14,17,27,20,46,51,20,29,70
5506,189397,F. Jungwirth,Germany,San Jose Earthquakes,CB,Right,1.4M,5000,29,1,48,65,61,69,65,58,81,70,37,70
5507,220118,I. Bel Hassani,Morocco,AZ Alkmaar,CAM,Left,2.2M,8000,25,1,70,46,73,70,74,76,51,42,58,70
5508,193495,André Santos,Portugal,Os Belenenses,RCM,Right,1.7M,5000,29,1,67,56,70,73,69,72,71,68,54,70
5509,152536,B. Johnson,England,Derby County,CM,Left,1.5M,23000,31,1,68,74,66,69,70,59,79,73,72,70
5510,219864,Cotán,Spain,Real Valladolid CF,CDM,Right,2.3M,9000,22,1,54,42,70,70,71,74,67,69,65,70
5511,236505,Artur Jorge,Portugal,Vitória de Setúbal,CB,Right,2M,3000,23,1,33,64,43,55,52,45,49,71,45,70
5512,238041,T. Malacia,Netherlands,Feyenoord,LB,Left,2.2M,3000,18,1,64,42,70,52,70,80,72,63,46,70
5513,204506,M. van Buren,Netherlands,SK Slavia Praha,ST,Left,2.3M,1000,25,1,63,68,71,43,70,70,63,20,54,70
5514,230362,Daguinho Parrela,Brazil,Internacional,RB,Right,500K,13000,34,1,72,62,55,71,61,61,78,63,61,70
5515,39386,D. Beasley,United States,Houston Dynamo,LB,Left,200K,3000,36,1,63,54,66,59,67,77,87,65,59,70
5516,239322,C. Zimmermann,Germany,Norwich City,RCB,Right,2M,14000,25,1,20,68,39,59,46,44,74,68,37,70
5517,207835,Ademilson,Brazil,Gamba Osaka,RS,Right,2.5M,7000,24,1,50,63,70,48,69,90,76,29,72,70
5518,212955,Jorginho,Brazil,Al Qadisiyah,RM,Right,1.9M,12000,27,1,67,50,72,68,72,71,74,24,54,70
5519,155355,Lee Chung Yong,Korea Republic,VfL Bochum 1848,CAM,Right,1.7M,11000,29,2,69,58,68,66,69,75,73,51,63,70
5520,234203,C. Eiting,Netherlands,Ajax,CM,Left,2.7M,7000,20,1,71,50,68,75,73,68,72,67,56,70
5521,216284,F. Ballas,Germany,SG Dynamo Dresden,CB,Right,1.9M,10000,25,1,31,77,35,46,50,34,35,66,38,70
5522,222428,J. Komar,Argentina,Club Atlético Talleres,RCB,Right,2.5M,6000,21,1,29,76,30,57,55,47,79,72,49,70
5523,234972,Y. Gomis,Senegal,Racing Club de Lens,ST,Right,2.1M,7000,26,1,46,68,67,37,69,75,64,14,54,70
5524,237532,Rodrigo,Brazil,CD Aves,RB,Right,1.9M,6000,25,1,67,50,70,60,71,74,78,69,61,70
5525,195036,S. Winnall,England,Sheffield Wednesday,ST,Right,1.9M,17000,27,1,42,74,64,30,67,79,79,20,64,70
5526,203741,T. Delaine,France,FC Metz,LB,Left,1.8M,4000,26,1,68,62,68,65,67,65,85,65,45,70
5527,210653,L. Quintana,Mexico,U.N.A.M.,LCB,Right,2M,11000,26,1,40,65,60,56,66,59,76,67,31,70
5528,241629,Rogério,Brazil,Sassuolo,LM,Left,3.9M,32000,20,1,73,60,74,60,72,72,67,65,55,70
5529,177373,L. Nielsen,Denmark,Malmö FF,RCB,Right,1.3M,4000,30,1,54,64,50,60,57,60,67,66,38,70
5530,195037,D. Batth,England,Middlesbrough,CB,Right,1.7M,30000,27,1,24,75,31,53,44,34,66,67,27,70
5531,208862,J. Giraudon,France,ESTAC Troyes,RDM,Right,1.8M,5000,26,1,49,71,53,64,62,56,61,69,40,70
5532,223966,Vítor Bruno,Portugal,CD Feirense,LB,Left,1.4M,7000,28,1,72,52,65,66,66,80,77,66,66,70
